,"还","记得8月份加入blogger的队伍时","我还是一个上网只会聊QQ玩游戏的新手。","Neutral","Negative","Negative","Temporal"
,"再","有了前两次的经验","再做一次应该很简单。","Neutral","Positive","Positive","Contingency"
,"还","③您的帐号注册成功并不代表完成招聘完成","您还必须立即发布您的职位招聘信息。","Negative","Neutral","Neutral","Expansion"
"更",,"为使我们能更有效地处理您的要求","请尽量提供相关的细节信息。","Neutral","Neutral","Neutral","Contingency"
"如果",,"如果您已注册","请用注册的Email地址。","Neutral","Neutral","Neutral","Contingency"
"如果",,"如果是咨询一个订货","请包括您的订单号码。","Neutral","Neutral","Neutral","Contingency"
"以后",,"以后的再现部与呈示部比较起来","几乎没有什么重大的差别(参阅注释8)。","Neutral","Neutral","Neutral","Expansion"
"而",,"本奏吗曲第二乐章就风格和内容而论","接近于莫扎特的奏鸣曲。","Neutral","Neutral","Neutral","Expansion"
"然后",,"然后是不长的中段(在d小调上)","按其性质已经是典型的贝多芬音乐了。","Neutral","Neutral","Neutral","Expansion"
,"也","（9）应当把低音c弹得很丰满","使它响彻全小节(后面两小节也要这样)。","Neutral","Neutral","Neutral","Expansion"
,"而且","第一动机里弱起的第三拍要轻柔地离键","而且不应当与下一小节的第一拍连结起来。","Neutral","Negative","Negative","Expansion"
"以后",,"（78）根据以后的情况类推","这两小节的左手部分应当用连奏。","Neutral","Neutral","Neutral","Contingency"
,"曾","这里离岐阜、长野两县的边境都很近","术曾川就从紧旁边流过。","Neutral","Neutral","Neutral","Expansion"
,"而","今早9点20分在多治见车站下了车","向土岐津出发而越过一道山冈。","Neutral","Neutral","Neutral","Temporal"
,"又","天气太热","背上的旅行背包又特别沉。","Negative","Negative","Negative","Expansion"
"还",,"这里使我们还保留着以前在这里住过的记忆","街景苍凉。","Positive","Negative","Negative","Expansion"
"但",,"但水下有什么激涡无人知道","有些阴森可怕。","Negative","Negative","Negative","Expansion"
"之后",,"到达上松之后","沿着森林铁道前进。","Neutral","Neutral","Neutral","Temporal"
"再",,"再往前走了一阵就没路了","我们只好冒险攀登断崖。","Negative","Negative","Negative","Contingency"
"因为","所以","因为想好好洗个澡","所以住进旅馆。","Neutral","Neutral","Neutral","Contingency"
"再",,"从回原小屋再往上就是灌木带了","御岳的雄姿就在眼前。","Neutral","Neutral","Neutral","Temporal"
,"也","话未说完","我也跌了个屁股着地。","Neutral","Negative","Negative","Temporal"
,"最后","*正月初七去拉萨","感受最后的藏历新年！","Neutral","Neutral","Neutral","Expansion"
,"也","这么说来","你也属于永恒呢。","Neutral","Neutral","Neutral","Expansion"
"但",,"但刚走出那间阶梯教室时我心里那个悔呀","恨不得当场咬舌自尽。","Negative","Negative","Negative","Expansion"
"说",,"我和他有一搭没一搭地说着话","直到那只断尾巴的猫出现。","Neutral","Neutral","Neutral","Temporal"
"就算","也","就算它们太凌乱没有其他人能看懂","它们也永远是我最珍爱的宝贝。","Negative","Positive","Positive","Comparison"
,"像","电子乐伴我走过的日子","就像一大块湛蓝的天空。","Neutral","Positive","Positive","Expansion"
"也",,"自此也就平息了浮躁的心","沉醉进去。","Neutral","Neutral","Neutral","Temporal"
"说",,"俗语有说：“不是一家人","不进一家门。","Neutral","Neutral","Neutral","Contingency"
"既","也","”奶奶的声音听起来既带有失望","也带有放心。","Negative","Positive","Positive","Comparison"
,"又","就在我昏昏沉沉要睡着的时候","电话又响了！","Neutral","Negative","Negative","Temporal"
"说",,"我不由分说抓起听筒就吼道：“我在睡觉啊","你知不知道？","Negative","Negative","Negative","Expansion"
,"像","我从来没有叫过她姐姐","也许我们自始至终都不像一对姐弟。","Negative","Negative","Negative","Expansion"
"虽然","还是","虽然屡战屡败","我还是处处不肯服软。","Negative","Positive","Positive","Comparison"
,"因为","外人之所以被称之为“外人”","是因为他们无从了解内幕。","Neutral","Neutral","Negative","Contingency"
,"像","在客人面前她是极矜持的","像电影中的姐姐一样温柔善良。","Positive","Positive","Positive","Expansion"
,"却","我竭力想要彰示她的恶行","却每每被当成做坏事的那个。","Positive","Negative","Negative","Comparison"
"还",,"我还记得她对她的琴极为宝贝","我是连碰都碰不得的。","Positive","Negative","Negative","Expansion"
,"例如","很多东西都是如此","例如对我们来说是禁区的爱情。","Neutral","Neutral","Neutral","Expansion"
"还",,"还有一个简短的启示","源于花店。","Neutral","Neutral","Neutral","Expansion"
"只有","才","只有处理好了这件事","所有的问题才可以迎刃而解。","Neutral","Positive","Positive","Contingency"
,"也","不能放开心前行","天地也变得狭小。","Negative","Negative","Negative","Contingency"
"而",,"看着一个个与我擦肩而过的匆匆行人","倏忽有种众人皆醉我独醒的感慨。","Neutral","Negative","Negative","Comparison"
,"只有","不禁再次仰起头","眼中没有星星只有枉然。","Neutral","Negative","Negative","Expansion"
,"也","迷惘了一个人在晚上辗转不眠","也从未想过让别人知道。","Negative","Neutral","Negative","Comparison"
"可是",,"可是我把一面遮掩起来","让她无法看见。","Neutral","Neutral","Neutral","Contingency"
"如果",,"如果我这算作坚强","那这坚强有什么意义。","Positive","Negative","Negative","Contingency"
,"而","成败不是最重要的","而成败以外的触动则需要我们用心去体会。","Positive","Neutral","Neutral","Comparison"
,"为了","读书时首先要确定我们是为自己读书","并不是为了其他任何一个人。","Positive","Negative","Positive","Comparison"
"之后",,"这样之后","静下心来便可把书读透。","Neutral","Positive","Positive","Temporal"
,"说","别人忧愁","我说他做作让他开朗。","Negative","Positive","Neutral","Contingency"
,"说","别人伤心","我说他懦弱让他坚强。","Negative","Positive","Positive","Comparison"
"说",,"她说","努力地理由啊…没什么阿。","Neutral","Neutral","Neutral","Expansion"
"说",,"她说","就那样…..啊。","Neutral","Neutral","Neutral","Expansion"
"如果","会","如果在以前","我肯定会怒其不争。","Neutral","Negative","Negative","Contingency"
,"也","我的力量是那么微小","什么也改变不了。","Negative","Negative","Negative","Expansion"
"而",,"而这一切是那么地不容易","这一切让我如此自顾不暇。","Negative","Negative","Negative","Expansion"
"更",,"我更欣赏的是另一种做法：拾起石头","继续前行。","Positive","Neutral","Neutral","Temporal"
,"但","爱国教育、“勿忘国耻”教育我们从来不缺","但少有人教我们该以什么心态面对国恨家耻。","Positive","Negative","Negative","Comparison"
,"之后","理智爱国","在那次之后我心中明了了。","Positive","Neutral","Positive","Temporal"
"虽然","却","消除仇恨虽然不易","却是我们应趋向的目标。","Negative","Positive","Positive","Comparison"
,"因此","仇恨是块绊脚石","因此我们应该学会“放开”。","Negative","Positive","Positive","Contingency"
,"更","身体较差的人","次数则更少些。","Negative","Negative","Negative","Contingency"
"或",,"过度疲劳、酒醉或情绪不好时","不宜过性生活。","Neutral","Neutral","Neutral","Contingency"
,"更","原来就有慢性盆腔炎者","经期性交更会引起急性发作。","Neutral","Neutral","Neutral","Contingency"
"或",,"5.女子放环(或取环)及男子输精管结扎後","两周内禁止性生活。","Neutral","Neutral","Neutral","Temporal"
"或",,"女子作输卵管结扎或流产後","一个月内要避免房事。","Negative","Negative","Negative","Temporal"
"也",,"性用具的选择面也在增加","你可以选择一款最适合你们夫妻间的性玩具。","Positive","Neutral","Positive","Expansion"
,"可能","任何人际关系中","都可能有摩擦存在。","Neutral","Negative","Negative","Expansion"
"假如",,"假如双方争论某件事长达一个月以上未能解决","不妨坐下来细细交谈。","Negative","Neutral","Neutral","Comparison"
,"或","一起去做某项生意","或开创一个新天地。","Neutral","Positive","Positive","Expansion"
,"也","结婚後","家庭生活也很好。","Neutral","Positive","Positive","Temporal"
,"但","她虽无怨言","但自己感到不安。","Positive","Negative","Negative","Comparison"
,"可能","这样","两人的性兴奋差距可能会早些缩短。","Neutral","Positive","Positive","Expansion"
"若","也","此後若再次发动性高潮","对身体也不会有任何不利影响。","Neutral","Positive","Positive","Contingency"
,"还","说到阴茎持续勃起这个名称","国外还有一段故事呢。","Neutral","Neutral","Neutral","Expansion"
,"也","机器人为人类提供任何形式的服务","当然也会包括性服务。","Positive","Positive","Positive","Expansion"
,"同样","在同性的婚礼上","新人同样接受着来自双方亲人的长久祝福！","Neutral","Positive","Positive","Temporal"
"由于",,"由于性交的泛滥","爱情成为最单纯、可贵的东西。","Negative","Positive","Positive","Contingency"
"但",,"但两人都已厌倦性生活","一度有重新被处女化、处男化的危险。","Negative","Negative","Negative","Contingency"
,"并","Gina开始喜欢主动进攻的方式","并享受女权主义为她带来的精神快感。","Positive","Positive","Positive","Expansion"
,"只有","在没有发生婚前性交合的所有女人中","只有30%接受过口与乳房接触。","Neutral","Neutral","Neutral","Expansion"
,"更","当然","有过婚前性交合的女人的发生率就更高。","Neutral","Neutral","Neutral","Expansion"
,"只有","在我们调查过的、从未性交合过的未婚女人中","只有24%曾经触摸过男性的生殖器。","Neutral","Neutral","Neutral","Expansion"
"但是",,"但是在新一代受过较多教育的男性中","已经没几个人抱这种态度了。","Neutral","Negative","Negative","Comparison"
,"只有","年轻一代从未有过婚前性交合的女人中","只有2%曾经试图用口刺激男性生殖器。","Neutral","Neutral","Neutral","Expansion"
,"或","有时","时间可以持续数小时或整夜。","Neutral","Neutral","Neutral","Expansion"
,"如果","冬季气候寒冷","如果夫妻过性生活时最容易引起伤风感冒。","Negative","Negative","Negative","Contingency"
"如果",,"如果病人没有得到正确的指导、治疗","他们是很难避免出现阳痿的。","Negative","Negative","Negative","Contingency"
,"也","这是男性的本能渴求","也是社会角色的需求。","Neutral","Neutral","Neutral","Expansion"
"不过",,"那就最好不过了","你会是很幸福的人。","Positive","Positive","Positive","Expansion"
"也",,"谢灵运《江妃赋》也一样","对胸部不赞一词。","Neutral","Negative","Negative","Expansion"
,"也","春宫画并不强调女子的胸部","乳房也不丰满。","Neutral","Negative","Neutral","Expansion"
"如果","则","如果未能达到性高潮","盆腔充血状态则消退得很缓慢。","Negative","Neutral","Neutral","Contingency"
,"并","性生活不宜过频过密","并注意劳逸结合。","Negative","Neutral","Neutral","Expansion"
"如果",,"如果在这时匆忙同房便可导致子宫腔再次出血","使血从阴道流出。","Negative","Negative","Negative","Contingency"
"或","或","可淋浴或擦浴","不盆浴或坐浴。","Neutral","Neutral","Neutral","Comparison"
,"更","不碰脏接触外阴处的垫面","勤更换。","Neutral","Neutral","Neutral","Expansion"
"或",,"过重劳动或运动量过大","可引起月经量增多、经期延长。","Negative","Negative","Negative","Contingency"
,"还","小丽明白","大勇还不懂得女人。","Neutral","Negative","Neutral","Expansion"
"而",,"男性接受水疗的效果园人而异","一般需要2至6分钟有反应。","Neutral","Neutral","Neutral","Expansion"
"为了",,"为了重振昔日的雄风","他偷偷去药店买壮阳药物。","Positive","Negative","Negative","Contingency"
,"且","8、从头到脚、全身上下温柔地爱抚她","且持续不断。","Neutral","Neutral","Neutral","Expansion"
"介绍",,"该院泌尿外科主任李世文教授介绍","天气炎热是前列腺炎发病的诱因之一。","Neutral","Neutral","Neutral","Expansion"
,"以免","“一旦发生阴茎系带撕裂及白膜破裂","应尽快用冰敷以免感染恶化。","Negative","Neutral","Neutral","Temporal"
"说",,"俗话说","真理向前迈进一步便是谬误。","Neutral","Negative","Negative","Expansion"
"如",,"有如美味佳肴一样","不能让恋人吃饱。","Positive","Negative","Negative","Expansion"
"如果",,"如果一旦发生男人不能自控的行为","应通过其它方式帮助解决。","Negative","Positive","Positive","Contingency"
,"也","乳房对阴茎的刺激法：把阴茎放在乳房之间","也是刺激阴茎的方法之一。","Neutral","Neutral","Neutral","Expansion"
,"又","阴茎与乳房相对的爱抚","又称为半身性交。","Neutral","Neutral","Neutral","Expansion"
,"唯有","在女性的性感带中","唯有乳房和性器官并列为最高的敏感区。","Neutral","Neutral","Neutral","Expansion"
"而",,"首先一般性的爱抚而言","是指用两手揉捏乳房。","Neutral","Neutral","Neutral","Expansion"
,"再","先以手指将整个乳房盖住","以手指轻轻夹住乳头再慢慢的爱抚。","Neutral","Neutral","Neutral","Temporal"
"再",,"再用指尖轻轻抚摸","以食指及姆指轻捏乳头。","Neutral","Neutral","Neutral","Temporal"
,"也","不光只用手指","也可使用舌头及嘴唇进行爱抚。","Neutral","Positive","Positive","Expansion"
"既","又","那既可以取悦他","又能够让自己得到快乐。","Positive","Positive","Positive","Expansion"
"还",,"男人眼：不管是保守的还是豪放的女人","对新花样都有种本能的犹豫。","Neutral","Neutral","Negative","Expansion"
,"为了","女人觉得","男人花这么多心思只是为了男人自己快乐。","Neutral","Negative","Negative","Expansion"
,"并","新郎应清洗阴茎和阴囊","并除去包皮垢。","Neutral","Neutral","Neutral","Expansion"
"也",,"新娘也要克服紧张、恐惧的心理","愉快地与新郎配合。","Positive","Positive","Positive","Expansion"
"而",,"一般而言","恢复房事的最佳时机是产後6～8周。","Neutral","Neutral","Neutral","Expansion"
"如果","就","如果医生告诉你复原很好","就可以恢复性生活了。","Positive","Positive","Neutral","Contingency"
,"终于","在医生的循循诱导下","邱勇终于道出了多年来的心病。","Neutral","Neutral","Neutral","Temporal"
,"介绍","从医院出来","小夫妻俩按照医生介绍的方法进行操练。","Neutral","Neutral","Neutral","Temporal"
,"终于","那天晚上","小两口终于进行了一次完美的性生活。","Neutral","Positive","Positive","Expansion"
"也",,"人的性执着也各不相同","难以枚举。","Neutral","Neutral","Neutral","Expansion"
"说",,"Sandy说：“当然了","之前我把米特别泡了一整天呢。","Positive","Positive","Positive","Expansion"
"其实",,"其实男人是需要教他","告诉他你需要什么样的激情。","Neutral","Neutral","Neutral","Expansion"
,"也","任何东西都是学出来的","在性上也是一样的。","Neutral","Neutral","Neutral","Expansion"
,"更","有不少女性在闲谈中承认","酒醉的朦胧让女人更性感。","Neutral","Neutral","Neutral","Expansion"
"因为",,"因为在晚上","你需要释放你的欲望和激情。","Neutral","Neutral","Neutral","Contingency"
"最近",,"A点：最近刚刚被发现","位于G点和子宫颈的中间。","Neutral","Neutral","Neutral","Expansion"
,"也","它可以接受直接刺激","也可以通过摩擦阴道壁得到刺激。","Neutral","Neutral","Neutral","Expansion"
,"并且","刺激G点的最好办法是采取女上位","并且让你的伴侣从後测进入。","Neutral","Neutral","Neutral","Expansion"
,"更","当U点刺激与阴蒂刺激联合进行时","会取得更好的效果。","Neutral","Positive","Positive","Contingency"
,"而","性经验问题不是指单方面的","而是指交战双方的。","Neutral","Neutral","Neutral","Expansion"
,"也","平时注意增进夫妻间的亲密感情","也会在关键时刻有所帮助。","Positive","Positive","Positive","Contingency"
"如果","就","如果这三个环节中缺少一个","乙型肝炎就不能传播了。","Neutral","Neutral","Neutral","Contingency"
"如果","则","如果未能达到性高潮","则盆腔充血状态消退得很缓慢。","Negative","Negative","Negative","Contingency"
"固然","但","充满激情的性爱固然重要","但不要把性生活当作唯一。","Positive","Positive","Positive","Comparison"
"说",,"按他说的办法做了之後","我的那种想象竟然开始减少了。","Neutral","Positive","Positive","Temporal"
,"而且","这一活动通常只限于兴奋期","而且要使用润滑剂。","Neutral","Neutral","Neutral","Expansion"
,"因为","研究发现女性在自慰时较容易达到高潮","因为此时阴蒂容易获得充分的刺激。","Positive","Neutral","Neutral","Contingency"
,"因为","女性能够在这个阶段高潮迭起","主要是因为她们吸取了上一个十年的教训。","Positive","Positive","Positive","Contingency"
,"而且","“我觉得无拘无束","而且在潜意识里对自己的身体了解得很清楚。","Positive","Neutral","Positive","Expansion"
,"而且","这激发我有创新的意念","而且肯做出一些以前从未想过的新尝试。","Positive","Positive","Positive","Expansion"
"如果",,"如果尚未绝经的","要视乎所用的节育器的材质进行区别处理。","Neutral","Neutral","Neutral","Contingency"
,"更","当女人的欲望持续得到满足","更新更强烈的欲望会不断的产生。","Neutral","Neutral","Neutral","Contingency"
,"而","当女方仰躺时阴道向下","而男性的阴茎向上。","Neutral","Neutral","Neutral","Comparison"
,"说","性爱是两人互相作乐的事","这样的插入法可以说掌握到最好的时机。","Neutral","Positive","Positive","Expansion"
"表示",,"性爱专家史密夫博士表示","性爱可保持人体心脑血管的健康。","Neutral","Neutral","Neutral","Expansion"
"还",,"性学专家们还证实","性爱能够让人减肥瘦身。","Neutral","Positive","Positive","Expansion"
"由于","就","由于这些变化","心脏本身就处于负荷增加状态。","Neutral","Negative","Negative","Contingency"
,"可能","这种性生活中的忧虑通常是无意识的","它可能根源于童年经验。","Negative","Neutral","Neutral","Expansion"
,"不过","把自己的性征看作正常的事情：你生而有性","这是最自然不过的事情。","Positive","Positive","Positive","Contingency"
"并",,"并对这些暗示作出反应","结果双方性关系的不和谐气氛一扫而空。","Neutral","Positive","Positive","Contingency"
,"也","就象睾丸激素能刺激男性力比多一样","雌激素也能刺激女性力比多。","Positive","Positive","Positive","Comparison"
"甚至",,"阴道干燥让性交变得不舒服、甚至不可忍受","极大地影响了这些女人的性欲。","Negative","Negative","Negative","Contingency"
,"或","艾滋病患者的精液中含有大量的病毒","通过正常或异常性行为传播给对方。","Neutral","Neutral","Neutral","Expansion"
,"否则","6、当性伴感到疼痛时必须立即停下来","否则会导致损伤和出血。","Negative","Negative","Negative","Contingency"
,"或","9、避免进行肛交的男性出现失禁","指轻者不能控制排气或排便紧迫感。","Neutral","Neutral","Neutral","Expansion"
,"又","回家後","又要做一个很“主动的男人”。","Neutral","Neutral","Neutral","Expansion"
,"而","”结果“性”不逢时","彼此不欢而睡。","Negative","Negative","Negative","Contingency"
,"也","爱没有固定的方程式","性生活也一样。","Neutral","Neutral","Neutral","Expansion"
,"或","这种情况多见于平素体质较弱","或有严重贫血的新娘。","Negative","Negative","Negative","Expansion"
"因为",,"因为有精彩的混血美女图片夜晚","我们一天24小时都显得明媚通亮。","Positive","Positive","Positive","Contingency"
"如果",,"如果手淫是偶然发生的","对身心健康无大影响。","Neutral","Positive","Positive","Contingency"
,"也","生殖系统感染是女子手淫的苦果之一","也是不育的重要根源。","Negative","Negative","Negative","Expansion"
,"而","在经过几周的训练後","男性便能经受连续好几分钟的刺激而不射精。","Neutral","Positive","Positive","Temporal"
"说",,"萨格瑞报道说药物可以降低交感神经的兴奋度","这便能到达延缓射精时间作用。","Neutral","Positive","Positive","Contingency"
,"并","性是人之本能","节欲并非禁欲。","Neutral","Neutral","Neutral","Expansion"
"由于",,"由于更年期是一个较长的时间过程","处于不同时期的妇女对性的要求可稍有不同。","Neutral","Neutral","Neutral","Contingency"
,"等","市场上的避孕套色彩纷呈","有红、白、粉、紫、蓝等20多种。","Neutral","Neutral","Neutral","Expansion"
,"至今","关于阴蒂的确切机能","至今尚未搞清楚。","Neutral","Negative","Negative","Expansion"
"尽管",,"尽管如此","尚有2000万左右的女性受割礼。","Neutral","Negative","Negative","Comparison"
"由于",,"女性由于附件受害丧失了对杂菌的抵抗力","造成艾滋病毒侵入。","Negative","Negative","Negative","Contingency"
"又",,"这种病毒反过来又殃及男性","这正是男性自己在作孽。","Negative","Negative","Negative","Contingency"
,"同时","事实上","两者同时受刺激最好。","Neutral","Positive","Positive","Expansion"
,"由于","经CT检查证实为颅内出血","由于抢救及史上最牛交警时才挽回了生命。","Negative","Positive","Positive","Contingency"
,"可能","房事後阴道口、阴道锐痛时","可能是萎缩性阴道炎引起的。","Negative","Neutral","Neutral","Contingency"
"凡是","都","凡是虚证","都应该选用具有补益性的药物进行治疗。","Neutral","Neutral","Neutral","Expansion"
,"因此","粘膜下有丰富的神经分布","因此感觉十分敏锐。","Positive","Positive","Positive","Contingency"
,"而","小阴唇较薄","其大小和形状因人的不同而存在较大差异。","Neutral","Neutral","Neutral","Expansion"
"而",,"一般而论","其颜色随年龄和分娩次数而加深。","Neutral","Neutral","Neutral","Expansion"
,"曾","在所有观察到的得到性紧张高潮释放的妇女中","都能证实事先曾发生过性皮肤颜色改变。","Neutral","Neutral","Neutral","Expansion"
"虽然","但","它虽然比较贵","但会散发出新鲜、清香的味道。","Negative","Positive","Positive","Comparison"
"因为","因此","因为它没有阻止性病传播的作用","因此最适合没有婚外性行为的夫妻使用。","Neutral","Neutral","Neutral","Contingency"
"同时",,"在有效延长性爱时间的同时","不会影响女性的感觉。","Neutral","Positive","Positive","Temporal"
